epoch,loss,mae,val_loss,val_mae
0,0.07730681449174881,0.23879869282245636,0.0925697535276413,0.25295203924179077
1,0.07599906623363495,0.23754388093948364,0.09248608350753784,0.252871036529541
2,0.07759781181812286,0.23835045099258423,0.09240100532770157,0.2528008818626404
3,0.07693969458341599,0.2379562258720398,0.09230165928602219,0.2527253329753876
4,0.07627967745065689,0.23746536672115326,0.09217610955238342,0.25262129306793213
5,0.0764937624335289,0.237543523311615,0.0920339822769165,0.252501904964447
6,0.07603323459625244,0.23638321459293365,0.09187011420726776,0.2523348927497864
7,0.0763334184885025,0.23704774677753448,0.09165540337562561,0.2520970106124878
8,0.07567992061376572,0.23609210550785065,0.09138790518045425,0.2517961859703064
9,0.07530401647090912,0.2356642186641693,0.09108847379684448,0.2514534294605255
10,0.07474508136510849,0.23420707881450653,0.09076513350009918,0.25106918811798096
11,0.07537370920181274,0.23565365374088287,0.09040962159633636,0.25064095854759216
12,0.07473117858171463,0.23533163964748383,0.09003355354070663,0.2501887083053589
13,0.07511609047651291,0.2356935292482376,0.08962585777044296,0.24969244003295898
14,0.07418444007635117,0.23412419855594635,0.08919496089220047,0.24915811419487
15,0.07368136197328568,0.23301129043102264,0.0887550488114357,0.24861441552639008
16,0.07316119968891144,0.23270948231220245,0.08828803896903992,0.2480342984199524
17,0.07432585209608078,0.23476773500442505,0.0878010243177414,0.2474321722984314
18,0.07419458776712418,0.23365835845470428,0.0872999057173729,0.24680787324905396
19,0.0723997950553894,0.23125067353248596,0.08678410202264786,0.2461581975221634
20,0.07134242355823517,0.230384960770607,0.08624294400215149,0.2454768866300583
21,0.07243703305721283,0.23123984038829803,0.08568146824836731,0.24476903676986694
22,0.07191698253154755,0.23030266165733337,0.08509976416826248,0.24403579533100128
23,0.07223290205001831,0.2314460426568985,0.08448944985866547,0.24325937032699585
24,0.07296033203601837,0.23170655965805054,0.08385634422302246,0.24244938790798187
25,0.07153259962797165,0.22998017072677612,0.08321194350719452,0.24161818623542786
26,0.07131469994783401,0.22850073873996735,0.08256205171346664,0.24077340960502625
27,0.07262107729911804,0.23076419532299042,0.08190876990556717,0.23991400003433228
28,0.07142195105552673,0.22933590412139893,0.0812310054898262,0.23901836574077606
29,0.0703979954123497,0.2282009869813919,0.08056438714265823,0.23812460899353027
30,0.07091828435659409,0.22866688668727875,0.07986370474100113,0.2371850609779358
31,0.07099151611328125,0.22946414351463318,0.07916184514760971,0.23623426258563995
32,0.07049000263214111,0.22850851714611053,0.07847484946250916,0.23529213666915894
33,0.07038337737321854,0.22791661322116852,0.07777675986289978,0.23432840406894684
34,0.06982280313968658,0.22669726610183716,0.07710286229848862,0.23338750004768372
35,0.06958264857530594,0.22664722800254822,0.07642045617103577,0.23243239521980286
36,0.06931030005216599,0.226385235786438,0.0756986066699028,0.23142462968826294
37,0.06897247582674026,0.22639600932598114,0.07498843967914581,0.2304230034351349
38,0.06897260248661041,0.22537313401699066,0.07428913563489914,0.22942717373371124
39,0.06954356282949448,0.22680483758449554,0.07353228330612183,0.22835104167461395
40,0.06926606595516205,0.22608938813209534,0.07281973958015442,0.22732311487197876
41,0.06776471436023712,0.2237737625837326,0.0720890462398529,0.22626394033432007
42,0.06828533113002777,0.22453293204307556,0.07138330489397049,0.22522269189357758
43,0.06777055561542511,0.2231711745262146,0.07071338593959808,0.22422511875629425
