sigmac
424
2.764
18.16
1142000
732000
50000
0.26
1494
1.134
12.04
2582
7.38
249.8
0.484
21980
17.34
1224000
1.884
52.2
39.2
176400
270.8
3.92
1.086
189.4
7620
22.24
5.76
504
0.192
25.7
57200
186800
29.04
220.6
28.3
24820
0.322
1488
1310000
184800
9600
420
9.64
1.886
1102
2.546
21.78
9000
18520
388
169.6
209.8
10.9
25040
18360
0.792
2178
0.184
17220
26320
21480
21680
2.572
1146
1482
5560
77400
9.08
1386000
163000
1496000
350
270600
166.8
1864
18.6
81.6
77000
1036000
43200
502000
5.54
18.3
13980
2.024
13.18
19620
3640
2722
183.8
115
5800
2.738
28.88
314
12340
6.8
243.6
149.2
6120
2640
2922
1.684
2.532
227.8
4.54
22.72
25.56
15.06
2618
0.094
30800
275.6
1744
276
634000
2.814
18.8
245400
26560
56400
157
15.36
4820
2.26
14.62
235200
298.6
104000
27880
5.78
0.544
14.26
142.8
211
2018
0.466
20.86
144800
136.2
1504
6520
8.82
52000
206.8
12120
185800
2700
89.2
23240
1044000
12.48
2232
19.36
286200
256.6
1.306
1.552
220600
2.69
262.4
289.2
468000
141.6
13200
286.8
1662
714000
24.9
29140
1016000
268
18000
7.36
20.4
213.2
580000
1210000
2.002
6620
57000
196.8
14880
93.2
1028000
34.2
2180
26360
163200
716000
2600
27.96
2.97
148.8
9.04
2590
9260
174800
214.8
0.326
4480
18200
326
2.776
442000
84.2
0.652
1638
95600
1238000
10700
28520
18860
23280
26620
52.4
55600
280.6
13.46
114600
1.91
12.16
7120
4560
0.868
29.82
2.826
2.334
1814
0.04
0.454
1634
376000
806
23540
2826
18.1
233
2.308
1952
2.474
14700
0.472
39800
1.356
822000
49800
1760
299200
1692
288800
118.8
17180
180400
99600
15.24
150
2.582
9.86
75.6
986
80.8
22.34
1.146
1338
2330
2532
20120
536000
3220
119200
29040
9
52.6
766
20.76
58800
24260
312000
2.208
522
128.4
25340
26400
2.978
260800
4300
19.08
1070
289.6
0.042
23500
912
0.252
243000
115.6
1.076
251.2
1114000
2596
27860
240000
2514
139.6
2994
330
110.6
27.64
1564
24.48
6720
297600
854000
46400
23600
25.58
1.958
1.974
6.08
13600
1706
2.304
0.89
0.148
13700
16.34
1546
9520
244000
2642
1626
1886
280000
205200
25.4
1.044
2668
508000
19.58
288.2
0.74
16.22
103.4
984
0.804
9180
934
151
65400
253.6
30.2
125800
1.49
3080
220400
23.66
4.82
200600
124
1688
1452
18040
140800
232200
2.168
25000
185400
0.434
15.3
79800
23560
1356
27.4
1584
5.84
18.08
14.12
11.76
106400
18440
6160
287000
0.16
1458000
121000
12.64
13.8
29380
1812
2542
1.192
1146000
136.4
15700
24540
89.8
4
179.6
222600
2382
11.04
92400
666
178800
192000
12840
0.334
82800
14800
1.372
26200
72200
1908
298800
72000
34600
31600
28600
1.792
1422000
49
2520
0.206
2.664
98000
281400
102200
285.8
674000
164200
258
1200000
29.6
129.2
1.226
82400
272
133.4
1726
4.1
85.6
19.04
1014000
2.482
17.32
47600
2914
14520
1.172
1.68
17340
21260
1.03
1422
2304
2.778
104.2
2.866
688
51.4
1.786
110200
143000
15900
14920
20640
183400
798000
21.06
26.6
914
28.04
2.452
131.4
1.294
0.272
179.4
27.74
95200
1.648
152000
0.02
1816
291.4
18.06
244.2
297400
225200
89
240.2
11480
26220
11.72
0.818
183800
146.8
68200
7700
247.6
0.694
6.16
2.802
26.2
6.64
4.84
2966
876000
1.878
6640
283.8
1544
7.42
1752
3.82
0.084
14320
342
27.76
7.6
3.9
1.072
2612
1028
6.92
85200
11140
21.64
0.968
17.02
1414000
19.7
28.76
181.2
1096000
3420
20.14
5440
18340
153000
28.62
275
1.932
29.8
263400
195200
23.86
15.6
293.4
14.58
1158000
1168000
2074
1204
2418
13820
8600
70.4
1018000
41600
2.244
79.6
10640
287.8
2818
217.4
8.42
0.796
28.32
2.222
260.6
2.918
37
291
226.8
110000
211.8
27180
750000
1074
26920
1462
2.274
826000
2764
1972
24840
1112000
29.42
1.554
1306
452000
2160
11180
148.6
21520
17260
1980
20180
1.45
43000
159.8
680
6.72
2810
69400
0.654
0.528
276600
263200
278600
9460
29.38
1734
1538
0.648
12920
2004
7180
206400
16.32
1738
14.4
0.182
29.1
17440
6940
24200
22820
26.74
1.776
128800
290.8
2.772
4.6
7920
508
136800
182.6
218.4
68.2
109.6
940000
210400
122800
2040
766000
1906
23820
0.886
23.8
402
93000
1.998
12.92
28.98
792
424000
232.8
1.234
6180
1870
368000
1942
854
2.51
21640
248.8
16720
202.8
496000
8.78
24460
1686
86.8
192400
11620
16.82
17.68
1020
2.284
14140
2.744
1740
0.826
22480
31.2
145800
12.26
10.38
43
87.4
1434000
664000
730
171000
28.02
1786
234800
1654
546
41800
17600
13480
0.134
14.92
252.6
70
1.276
2028
271
1.726
16.16
28.72
2.134
8.24
227.2
668
22740
368
111.8
6020
25760
0.036
36.6
2822
26.42
28.34
1632
2.672
7.46
47400
5.28
25.2
16780
1.242
1652
1208000
1456
0.278
29760
1.24
2840
115400
286
71.6
297800
57.4
1.288
12.34
2.07
25.9
2886
39600
654
2962
0.548
216600
58200
25.24
15.8
2150
590
73.4
29080
197
67600
151800
15.38
1364
844
446000
274.4
524
2.576
520
22320
274
26.56
287800
64200
220.8
1068
278.8
956000
19.56
1110000
748
146.2
214200
75400
10.64
21.46
0.438
972
214600
2444
187.4
144
259600
279600
272000
1482000
9.6
14240
1.17
5.68
26.52
8.94
273.4
20480
20.52
5840
11460
151.8
2290
60400
150.4
1.882
26780
262200
2588
84
294.8
2324
2.004
11280
20.5
22.68
226600
291.8
19820
111
16.94
7980
299600
14.94
338
86
26.8
1532
12900
1.366
2.192
163
2.09
270000
184400
297
1474
0.946
33800
2958
14680
96000
1682
20360
26340
117.6
22.84
23.22
1724
1830
1.38
1.334
12.66
20660
1.138
2.592
64800
15440
94.6
28020
102
292.8
212.6
147.8
1838
190.8
242600
2.416
426
21
254400
464000
26
4680
92
22780
472000
124200
18800
18220
25500
1.608
1390000
7.16
2728
1.898
264
626
11.98
98.4
19320
11.84
6.4
29.9
239000
11260
412
0.9
28900
1.956
702
21660
0.636
223200
9100
202.4
167200
66.2
932000
24940
173400
244
2070
246600
112200
1042000
992000
64
938
66600
55.4
2.828
316000
2328
29.08
114.6
870000
48.8
289
1.474
1860
18.34
28980
1806
200400
650000
23940
2.522
1.714
548000
58000
2.136
25440
3.78
1.924
1292000
0.386
70400
1.016
19700
210600
208.8
23.62
32
1436000
25560
1698
19.14
2.62
0.498
7440
135.4
247.8
724000
24560
273.6
1412000
4.68
2912
1.972
29.06
352
258000
25.12
18760
88.8
65600
153.6
3.96
15740
18480
1.584
2.702
98200
2506
2432
14.8
780
2.29
0.992
19060
2.632
271.2
97600
0.558
1.836
74
12720
259000
119800
1242000
1320
7040
11340
10.46
107600
1880
66.4
9840
1454
2464
676000
11720
438000
1298
15.22
17140
271200
273.2
612
22860
47.4
2.258
5580
1.036
65.8
6240
0.956
2.296
1364000
5.26
15.1
1.186
0.22
271.6
129600
2636
2110
103200
243.4
1052
1280
25880
2.234
474000
17.4
277000
268.4
0.35
23800
10040
2.428
103.8
2.142
29.5
113.2
5480
176800
134.8
53.4
8160
194400
0.306
2.806
7260
470
14.64
1946
251000
167000
656000
270200
1.778
616000
299
1636
133800
534000
2492
16240
7.5
2406
1.14
24440
1.158
25.54
57800
9360
1318
2832
16400
77200
406000
1568
0.872
19520
1.302
299000
271800
123.2
5020
25.78
177000
1196000
2.476
170.4
2.408
1.176
8.5
15.08
0.024
259200
2906
261200
249.2
272600
112.8
92200
1796
117400
1542
22460
153800
269400
752
524000
0.152
1346
0.198
1.97
141.2
251.6
16.06
614000
2338
152
258800
17.54
272.8
46800
298200
2234
0.096
55000
0.102
8000
1238
8.08
1558
77800
2224
24960
1.844
2.324
18.76
2368
43400
4520
884
232800
0.36
144.6
29.86
2284
1.118
4380
2.518
2.616
548
11900
9.66
166800
1138000
27420
1162000
1236
10840
690000
54200
17020
168400
2846
0.876
2.584
170400
19260
141.8
1326000
9200
620000
98.8
1.056
89000
29500
6.86
19.96
23400
237400
1.728
41.6
25
1.414
15.46
77.4
15.88
19.34
61400
25820
818
2.01
1378
17880
736
1842
195600
20.74
16060
1132000
1328
282
80
582000
14820
296.2
266600
14720
3460
235
11.48
1.604
160000
18700
9020
692000
1.988
12880
0.888
988000
159400
18060
71.8
78.6
25800
1782
2064
0.126
22000
632000
16.04
28.1
25.3
150400
0.936
22020
1498000
630000
27300
70600
7800
266.6
2.914
4660
0.056
2806
2576
2488
121
66200
2670
740
258600
1352000
1442000
1648
18.7
27.9
27240
1148
1134
79000
7200
84600
2526
22.62
414000
182400
1936
23.1
39000
41400
5300
1512
1.274
2.712
2192
2.24
31000
1174000
38800
2494
2874
0.862
23760
79
1148000
1.04
3.22
241600
2.57
230.2
143
1.996
172800
117.8
100800
6100
28380
2614
147800
13.38
16160
330000
14.84
29900
2876
1.902
13.96
2132
1.42
16.6
25380
162200
26.34
1476
29800
19920
9.76
209
277600
1228000
9.96
24.26
9540
20.06
17820
28060
1950
18840
124800
110600
84800
14.88
23040
500
191400
2760
24.56
7860
416
364000
281200
1292
16460
152.8
20.68
139
18080
2042
10.12
5120
1.388
153.4
2.946
250.4
298600
1.26
0.76
229
57.6
59400
25.88
272.6
19.06
2778
1076
158600
22.9
6080
11540
2262
364
4740
181200
130800
9.12
18960
15.82
1.204
2.172
118200
29400
23180
25.08
2.63
154000
234000
3020
12.08
12660
0.144
16.5
18.02
0.254
147.4
310000
1.78
1.268
150800
636000
3.46
33.2
214.2
206.6
1172000
1.004
28.14
1.472
13.3
297200
59.8
734000
25980
152.2
1338000
2812
1.56
22560
8920
0.428
2978
730000
1.034
0.328
2226
23260
19.64
285.4
2408
14160
11.1
7.24
275400
2078
2.59
142
2166
12860
644000
1092
2.176
12800
251400
1.352
2230
2902
0.026
129200
257400
17.58
197600
63
72400
25360
2254
5.08
19.52
224.8
20000
776
269.6
2170
143600
186200
132000
276.8
59.4
7480
145200
19.42
2264
1.33
184.6
245.6
8860
1464
1228
2654
295.2
225
7.08
1186000
1.708
224.6
2.836
664
1.73
27.46
153.8
2320
20720
33000
9320
188.4
0.086
24.24
28.5
268.8
17.42
6000
13.4
215.4
4120
23.56
7.66
1008
1844
726
59000
27840
29740
84000
922
686000
53800
17.44
964
17560
1914
1.098
19.62
2.782
19720
1408000
13800
41200
1.304
1.006
1.444
2.006
200.8
22040
2756
295200
0.18
23.34
12060
2.402
5860
0.748
1.382
18.64
2496
154.8
0.722
12.6
1034
2054
26680
1.256
205400
38.6
2112
2550
24.14
6040
28580
296000
720000
116.2
223.6
62.2
1216000
86000
175200
290.2
216.6
1.96
170.6
81200
0.912
238
18.04
14260
28800
352000
24.8
17960
2.524
133.6
255.6
598000
155
181.6
1.156
163800
248.4
258.6
1.598
1552
2126
1.634
1390
19880
1.046
166200
1264000
976000
1.57
259.4
832
284
17.96
1.362
62.8
0.114
376
8.62
410
1572
29180
13.58
19.66
51000
47000
8.54
200000
9.36
10.88
778000
0.786
64600
1.528
26600
197000
13.14
22080
4.86
0.022
0.224
0.394
105200
213.6
10900
554
71400
87600
180.8
83.4
4.18
1.654
1484000
53.6
0.354
25.94
3.58
0.406
300
11.96
1.228
2766
299800
120
1.496
17.92
273
33600
2.736
28840
1516
25.92
78200
191200
84400
2.322
26.9
187000
2.974
850
2326
126.8
1.806
5460
146
108.4
2862
0.728
154400
136
9620
23380
2.558
27.2
1526
10180
162000
20340
16020
217.2
1872
2462
1332000
55200
2190
14.6
2676
260.4
83.2
274400
62200
27.52
1366
79400
1.83
166.6
2.356
7.2
552
1.21
42600
296.8
1.918
2200
22380
13320
26.02
4.44
27.42
68600
0.892
1128000
2638
27.54
0.216
27080
0.372
287.2
2.896
13.88
22100
178.4
59200
1362000
34.8
284800
1.502
61000
0.106
0.238
219400
110.8
41.4
202200
2184
265.6
65.2
2294
1344
2696
696
1.08
60200
207000
19460
280600
16.98
1054
1940
1.922
28.16
1100
1694
11.7
12.56
2.494
6.04
0.708
33.8
7640
0.556
1100000
297.2
277.8
0.928
11600
2918
69.4
0.692
2274
45.4
1.964
24.06
286.6
89800
4.62
17.56
10.32
2.656
131.2
24300
408
122400
2.394
1.46
174200
267
257.6
196400
246.2
488000
998
20020
111.2
0.482
49.4
2608
1.132
243
0.344
162.8
4080
8.88
26480
228.2
19420
29.78
289400
283600
15460
125600
130
494000
828000
1960
240
2034
109400
64400
2.982
213800
63.4
776000
16.36
24.32
5740
0.856
48.6
14.86
1.522
8700
187600
2.554
14560
722000
29620
243.8
26.38
24.46
14360
186.8
17.26
1120000
177600
6560
7580
9.82
18120
25240
1410000
11.6
2384
27660
2.354
2.538
2.868
21.66
100.4
17000
2.376
25220
138.8
1248
1614
952
33.6
240600
2.202
157800
1642
195.4
1480000
260
824000
2772
102000
1.218
29980
728000
3.88
17980
888000
294.6
25860
0.294
8.2
16140
2.98
17.74
0.536
0.376
27720
2.448
2630
2156
13.06
132800
2402
28.84
4420
0.754
15.94
8.86
2678
90400
868
124.6
12260
22540
10.58
27.84
1450000
40.4
544000
268400
2624
1576
132400
190800
0.858
0.662
2.316
42200
0.774
1.944
202.2
168.6
22360
428
21.08
910000
120.2
196
2658
2.326
25920
20.54
1.862
98800
31
48400
13520
8720
24780
204200
280.2
9.14
15.28
25.04
0.63
796
1.672
18420
10400
24.54
27.68
1.182
5.98
4.78
16300
146600
17700
73000
165800
0.964
1402000
19760
103
1488000
20.84
2020
198600
27500
1.348
1.39
13100
293.6
14280
436000
57600
1.622
157400
27900
299.6
1.594
22.96
29.56
195400
117000
12240
2.512
114200
1110
2.496
127.2
1400000
6740
199000
193.2
277800
1336
21320
1.58
714
225000
37.2
26.86
6.84
180.2
244.8
2776
1.462
428000
4900
7.68
155600
11.4
22440
5960
1.8
152.6
36200
962
216800
6780
8.38
224600
53.2
1.55
20080
140000
17.14
1.904
193
462
0.58
2026
20140
0.42
1.464
26.1
2.318
1.124
111800
656
2942
624
255200
18.22
2486
99200
25120
26.46
286800
1.128
22260
17.66
34200
516000
0.564
1922
2852
0.414
1414
138800
1.026
2882
2.846
1.336
1.754
235.2
7160
288.8
2.556
10.08
145
1372000
22.66
116.6
3.6
1180000
11680
12.68
336
138600
18.48
15220
1158
694
1384000
11820
2.722
1852
18300
602000
110400
1048000
1.796
118400
2378
123
3.14
2.398
1350000
154.4
7000
2830
24.3
16
3.84
2.422
772000
0.292
6.18
233.4
91600
1.85
0.67
2.734
3360
107200
0.65
842000
11.94
18.38
366000
4.48
24.08
22980
4280
8.18
1.824
218.2
1.858
0.742
19.68
26720
2.436
1.416
76.6
18820
8760
6.2
227600
23440
1788
47800
212200
8180
2052
2.892
285200
35200
16.12
0.92
442
166600
2.34
71
646
30600
2.186
1.31
8.22
7680
384
241.4
11.56
123.8
2878
1674
1.386
1.508
15.52
204.6
4360
0.384
23
78800
16.44
154.2
253.2
45200
260400
466000
0.81
0.828
269800
2250
28.4
282.6
14860
346
344000
8540
1832
1.66
15280
0.516
13140
142.4
2566
1.864
128400
712
196800
2.11
2.056
171.6
2442
3520
26120
2.598
17400
277400
2.74
85400
0.082
0.56
222
266200
10.76
1712
170.2
348000
187200
21.6
1004
233000
25060
1102000
20820
284.4
92.6
95.6
64.4
566
754000
0.166
1.748
0.364
214.4
79.8
26640
0.142
24.78
198200
672
178400
2.042
20500
269.4
578
1.468
19680
4.98
168800
25600
12.28
22400
7.14
21.86
2.162
0.524
28.92
1.05
29.22
880000
15.64
13960
20540
231.8
34000
180600
780000
250600
1.15
606
288
1.67
91800
27.08
20220
87
274.8
5.42
265400
25.86
183200
28320
162
163.6
1.788
2.86
816
8.68
1486000
2.122
1.358
103400
2.016
14040
362000
1.178
162400
2136
29.66
1326
283200
13560
269.2
203
2934
176.4
0.612
0.582
45.6
11320
784
90.4
7.56
14020
0.574
121800
71000
900
13760
191.6
188800
2334
6.88
1256000
1.106
6.9
158
1198
592000
143.2
1300000
0.658
10.56
8660
1790
0.688
262.6
13.64
1.984
28660
1156
7740
85.4
21700
12820
132.8
3920
8.28
7280
21720
64.6
1304000
16.48
1.938
0.894
167.2
280
1934
1396000
161200
153600
1188000
742000
6660
182.4
49600
286400
1888
208800
1172
179.8
2.998
5780
2.724
306
238.2
172600
862000
181.4
172200
261.6
118800
88.6
247200
95
25200
171200
193400
632
1300
209200
2436
918000
0.554
1226
205800
600
19960
1490
2.158
163.8
181600
282.8
0.808
214
1.694
2.526
183.2
157.4
856
279.4
0.54
28420
1.894
24900
2.102
1822
13.9
14.06
24.92
1046000
12.86
2416
1060000
446
6360
1.476
118
0.204
24180
5.96
10220
1404
198800
217400
145.4
86200
54.8
78.4
1.662
129000
0.276
130.8
29.14
10.66
0.632
1.342
17.1
8.9
7.96
132600
3260
15920
258.2
21160
28240
440000
15680
46.2
225.6
31800
2414
402000
9440
2404
2.06
83200
202.6
334000
4.12
1.646
11100
142.2
215.2
228.6
178200
27940
16000
0.164
2.706
42.6
1084000
19.32
2.562
93200
12.54
1.314
17740
7880
40000
1.084
82000
1442
231600
11.88
180.6
2.81
0.816
420000
26.22
263.8
5540
22700
281800
1388000
41
5180
1242
1.02
131.6
1250000
243400
237600
86.4
4.26
160
53200
24.18
13.66
6.34
263800
2988
2.42
94.8
268800
2390
490000
12.46
6420
4.2
19000
29.7
2218
24.52
0.408
2.93
11380
161400
275200
23.36
161.4
2222
13420
152800
1290000
32.4
1282000
19560
2176
2.87
8680
1130000
2.516
27.06
40.8
1.422
8.84
18740
17480
2554
27540
1254
22.18
3160
1476000
10.96
271.8
209.6
1.666
18.12
148400
103800
4840
274600
2094
1042
768
1492
16.54
12440
774
9.46
15.56
2260
271000
81800
2440
734
210.8
26500
15780
53600
954000
137800
25.74
20960
292200
37.6
968000
11.38
2.774
15060
25.32
22300
23.82
1062
14.38
1.952
1.062
2412
0.586
2.32
3000
11.16
5980
216000
872
12960
73400
1216
27260
834000
254200
171800
13.22
27560
2.166
2688
19.22
41.2
202
62.6
29.24
6760
2.434
24420
21280
102400
5.6
182600
10020
104200
131400
17.84
1746
127000
422
322000
99.4
2.52
2.286
22640
139200
18560
0.504
0.108
0.884
0.37
6.74
201600
29860
92600
82600
139400
51
2.046
182.8
12580
1.206
23.02
2452
28.58
220200
135600
1430000
130.6
1430
860
275.8
4.56
169000
265
2216
230800
137000
19.92
26.92
25.28
108400
1092000
27780
558
102.6
26.76
746000
15.74
27700
2.364
1094000
2.94
15500
1522
105400
21220
1702
211.4
133200
1426000
1.328
173.6
2692
25740
2508
0.458
1448
298.4
2.378
19400
29.84
163.2
260200
250200
16960
0.44
0.83
189000
10380
1696
12.5
978
3800
13.28
13.76
11.86
1.142
5.72
29.64
1324000
230.4
0.476
28080
1.22
285
1524
24380
122.8
266.8
24020
1.27
2396
2.292
27.8
19340
21460
8360
1.516
207.8
8580
558000
1994
2890
7.74
101.4
0.33
13640
143200
700000
14.2
190400
2.658
27.48
23420
22060
11200
0.29
172
16.08
872000
1660
27.36
286.2
1450
23020
152600
174.2
5280
1.346
1090
2106
233.8
290000
708000
21.28
28.82
4100
26740
0.14
23.04
1742
1250
211200
1.074
256600
550
77
2.932
544
394000
275.2
8.34
29220
181.8
3.18
7320
75.4
109000
189.8
0.174
11.58
132
19640
112.6
130000
1.524
272400
0.916
1874
22220
2448
0.998
1196
28540
2102
114000
39.6
244600
34400
586000
1334000
173
74.8
15.18
13580
208.4
1534
6.66
1322
294000
34800
2.462
922000
20
218.6
50800
172400
440
18.86
28.36
201.4
94200
0.122
118000
24100
1.696
1.814
2522
8.6
89600
11840
832000
11420
12.14
1.562
22
24400
52.8
144600
1192
2.536
2490
137.8
89200
22.44
7300
210800
22.92
24640
194
2.964
2202
178600
1336000
1640
1.764
238800
2.472
2662
1024
1020000
18880
291200
14.08
1.368
147.2
15.4
266
265.2
0.17
816000
185600
984000
22.2
2570
0.562
297.4
14660
164.2
328
56.8
82200
26.16
0.5
173.4
0.702
14.04
1354
1578
293.8
293800
2.278
2.128
11160
227800
169.2
1420000
286.4
134200
65.4
84.8
26460
1088000
0.972
438
9900
1468000
161.6
20.2
21.2
22920
26.58
21020
141000
250.2
1.326
13.36
10560
1704
1.734
2.9
2168
23.58
876
298.8
51600
60800
2.7
95.2
1186
25140
366
510000
233800
16640
1368000
2038
21.1
0.41
27.7
131
21000
101.2
1014
112.2
239
1.638
113.6
33.4
122.4
205600
8780
199600
21600
5720
207400
1220000
0.546
20.72
2.742
29680
22140
2422
0.47
269
296400
72600
21.32
1.692
1.93
13080
17.08
49.8
1214
232.6
5.02
2036
157.6
7.92
149400
3280
498
318000
10.68
17460
14.54
5.16
158800
60600
5.9
208200
0.502
0.584
1.756
18900
27520
134800
2268
1.542
97
252400
1718
27120
40200
5400
127400
16.76
17160
16.7
648
146.4
0.018
5.7
27320
0.932
16.86
261.8
0.626
20800
151.6
820000
6860
422000
193200
2292
882
2252
2598
1.722
1.842
25280
20280
0.132
2.874
296.6
1.482
1.74
148800
374000
278
212.2
38000
400
101.6
20260
0.098
22.78
2322
177.8
237.8
930
2.92
2622
18940
236.4
0.962
848000
9080
107.4
20240
12.8
66000
2186
9.22
35.6
3320
292600
6540
1.344
2552
226400
191.8
0.794
23.52
1.568
2.972
60.8
284000
2616
101
289000
54.6
206600
291400
7.44
290.4
27640
20.32
1.504
0.308
192.8
126
174.8
223000
96400
135200
241.8
0.596
22760
2.566
1130
11660
2.99
7760
1.404
928
189200
2530
252.8
800
1098000
9.58
2510
1.486
11120
926
138400
201
170
11.54
31.6
198.4
2634
820
0.038
230600
12.52
35.2
21120
10.1
328000
22580
1714
28.48
2058
278.4
28
4060
3.34
6460
110
216400
0.778
107.6
27.6
2474
332
416000
6.02
2.478
5920
1416
130.4
2656
852000
2.882
8080
1.838
56000
16.96
2458
24
20400
9.1
44.8
12560
23.44
378000
1826
1.7
792000
23.74
155.2
26420
15020
2986
112000
980000
113400
23580
14420
22.42
177800
117.4
2.252
24.44
1.248
10.44
35.8
100.2
113000
10440
14.16
8.1
44.2
205.6
120000
107.8
0.388
21.68
28.66
1116000
32000
2344
2814
13680
10.3
293000
170000
17640
1418
232600
127200
2.628
1928
1200
140.6
25460
195800
434000
2.788
103.6
124.2
44800
8480
534
1038
1954
21.38
2.55
2318
10300
27
0.194
42
1.868
2.492
39.8
44.6
20.56
80400
1754
5060
1.312
2196
914000
19540
16.3
251200
148000
129.8
2.2
200.2
26.04
1.316
26.08
1262
36400
22.86
156000
77.8
19800
5.58
1.54
1104
11.5
12.88
0.552
91400
88000
45
2984
1394000
2834
110800
27.26
8440
2024
2.312
22.12
163600
248600
9.32
28700
270
546000
3.36
9140
200.6
15
12.74
32.2
444000
24720
526
131800
26.18
29
209.4
1528
297000
10.48
1756
74000
1.854
29360
189600
16540
27820
844000
994000
994
17.94
26080
652000
23860
2.56
1.108
76000
220
166400
0.348
152200
73.8
4.28
2282
29640
0.672
25.22
27000
1.736
3.94
5160
2032
1924
1056000
20.26
1.72
242400
0.208
88400
194.8
6.36
390000
18.96
245000
215
16.56
8900
0.616
21.8
1288
22.98
100600
109600
167
1670
230400
16.92
196200
4140
1658
11000
2.368
1382000
834
5080
15100
938000
189.6
186
75200
219800
808000
21.76
14.34
54.2
22.22
1.308
1.216
266800
946
208.6
25020
15.04
2472
1916
50600
3.98
10.28
199400
0.878
267.4
0.494
1.054
268.6
23.96
0.288
1.07
2.3
40400
248.6
249600
180
11700
1496
22.4
202800
117600
149600
786
9.8
243800
121.4
111200
1680
147600
1.628
85
297.6
0.24
1154
221200
850000
13.5
82.6
4340
2.696
604000
17.8
7.06
5.62
290400
27960
219000
27620
1094
13660
29.4
257200
167.4
260.8
227
306000
2.418
242800
241
265000
173600
20060
948
120.8
512
58.2
1.144
1.526
164.8
13220
108600
27.92
1474000
1986
2.288
1.16
156.8
166
111.6
2.548
0.738
18.14
13780
1766
23.06
178.8
39.4
273000
8560
10.2
2.454
2.148
28.44
206200
0.918
2.19
1.574
162800
237000
27160
1358000
2.796
21040
21180
1.412
242.2
2.196
1066
29280
169200
662
2.842
230000
188.6
1118
104
211000
216.2
7820
0.776
108000
1380000
2088
1.078
2.108
178.2
6.22
5.04
0.12
8740
2.732
187800
1342
20760
200
2904
3560
28440
1066000
96800
28360
2950
249.6
772
44200
162.4
141200
91
128600
233400
271400
2.184
1098
119.2
2.146
1.828
944000
506000
198.2
120.6
