E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200,E201,E202,fname,deltaX,mX,deltaY,mY,sigmac
-46877.993,-47159.19,-48473.314,-48950.768,-49903.372,-49316.958,-49990.668,-49993.021,-49830.074,-49408.925,-50000.0,-49000.418,-48971.791,-48974.098,-48976.446,-47945.89,-47948.197,-47950.534,-47952.863,-47820.948,-46924.654,-46234.935,-45896.393,-45681.849,-44868.185,-44870.492,-43819.266,-42809.371,-42811.715,-41099.407,-40647.292,-39337.848,-38689.444,-37751.835,-37661.193,-37198.749,-35889.305,-34579.809,-34571.839,-34574.174,-33750.205,-32440.709,-31833.638,-31887.623,-30578.179,-28235.808,-27794.001,-26970.038,-25340.403,-24030.907,-23754.364,-23477.821,-22209.692,-21571.617,-20148.556,-19272.92,-18211.372,-18316.992,-16377.463,-15068.019,-14378.331,-11901.68,-11139.687,-9819.9135,-7777.077,-7779.4127,-7781.7431,-6658.2166,-4976.9283,-3657.1521,-1800.264,-563.11653,343.50273,2231.3778,2528.5855,4850.2737,6159.706,7469.191,9749.5483,10428.939,11810.684,12706.978,14904.739,15749.366,16965.846,17944.803,20514.368,22629.495,23938.939,26281.31,27280.876,28456.04,31077.257,33584.888,34501.839,36513.672,38546.146,42758.021,43230.836,44540.28,45849.724,45849.724,46130.973,47445.097,47922.551,48957.785,49321.616,49995.358,49997.685,50000.0,49558.215,48971.783,48974.09,48976.449,48978.783,48981.115,47898.904,46919.98,46922.317,46924.646,46926.96,46516.162,45898.744,45901.1,44870.494,43881.258,43584.043,42811.707,42514.48,41783.475,41785.805,40651.95,39342.506,38694.102,37756.493,37479.976,36635.325,35893.962,35607.065,34307.949,33545.929,32721.936,31484.797,31487.153,31489.46,30582.837,29273.393,28397.778,26974.712,26336.621,24830.931,23759.074,23482.491,22173.035,20863.591,20153.244,20155.573,18092.085,17288.775,16030.977,15072.68,14589.574,12939.264,12177.271,9824.5713,7781.7493,7784.0938,6939.4435,6569.9157,4692.3905,4043.993,3664.1589,392.19676,-462.77746,-1927.1632,-2523.9122,-3812.7047,-5122.1553,-7247.5852,-7803.0338,-9742.5315,-10359.949,-12568.04,-14900.036,-15321.208,-16630.652,-17940.096,-19476.784,-21085.802,-23438.489,-24241.787,-27172.91,-29339.676,-30204.984,-31514.428,-33216.365,-34494.822,-38293.59,-40883.807,-42668.398,-45289.621,-45845.066,4,3000,3.9370079e-05,9.85213e-06,51903260,0.5031624
-46875.783,-47910.93,-48471.029,-48948.46,-49033.445,-49985.97,-49988.311,-49990.664,-49992.977,-49995.306,-49997.643,-50000.0,-48969.482,-48971.789,-48974.137,-47943.629,-47945.936,-47948.274,-47950.602,-47818.693,-46922.441,-46232.755,-45894.229,-45080.614,-44907.357,-43835.537,-42805.03,-42807.352,-42231.314,-40921.888,-40645.375,-39335.993,-38026.61,-37657.1,-37659.416,-37196.994,-35887.612,-34578.178,-34570.208,-34025.117,-33542.037,-32439.179,-31129.796,-31080.494,-30576.736,-30145.256,-27524.163,-26328.397,-26330.72,-24267.334,-24269.681,-23476.712,-22167.33,-20857.948,-19548.565,-19117.085,-18086.566,-17686.071,-16376.688,-15067.306,-14790.791,-12510.486,-10870.611,-9819.4479,-7776.7075,-7779.043,-7781.3734,-5718.0279,-5348.5174,-3388.4349,-1696.8907,294.18068,343.48993,1497.951,2507.8128,4850.0488,6159.4194,7468.8428,7807.3305,10087.618,11397.001,13604.987,13871.17,15139.26,16965.051,19906.381,20513.406,22628.433,23937.816,26249.09,26866.444,28898.841,29340.606,33583.31,34500.218,35840.585,38461.705,41082.833,43228.804,44538.186,45847.569,45847.569,45571.065,45934.889,47724.051,48955.483,48957.808,48960.149,49881.718,49997.649,50000.0,49279.329,48971.788,48974.147,48449.712,48751.579,47896.652,46917.774,46920.112,46922.44,46924.754,46927.106,46237.419,45898.942,45684.359,44374.977,43840.214,42809.695,42812.017,42235.978,41783.841,40753.327,40373.516,39064.101,38694.638,37478.214,36633.604,35892.276,34582.894,34306.338,34091.779,33753.277,32516.193,31816.178,31085.178,30581.4,29272.018,27962.636,27365.904,26376.697,25067.315,24274.372,23481.388,22171.994,20862.612,20152.299,19276.681,17967.291,17060.731,16381.405,15071.974,13969.164,13000.631,11908.153,10856.939,8525.0586,7783.7307,6939.1202,6662.5641,5353.1818,4043.806,2734.4228,392.18167,-462.7523,-1927.0691,-2523.79,-4587.161,-5658.9885,-7464.1374,-7678.7208,-8698.8973,-10772.609,-12567.445,-13122.826,-15743.963,-17662.744,-18972.126,-20281.509,-22097.001,-23148.164,-25242.534,-26861.764,-28305.414,-30905.872,-32659.384,-34495.534,-35835.903,-37506.793,-40881.879,-42666.386,-44533.522,-45842.904,4,3000,3.9370079e-05,9.852065e-06,51900816,0.45724675
-46884.901,-47920.12,-48480.259,-48957.723,-49992.98,-49995.306,-49997.647,-50000.0,-49837.049,-48971.722,-49697.094,-49007.375,-49763.75,-48981.054,-48983.402,-47952.822,-47955.129,-47957.467,-47959.795,-47827.877,-46931.563,-46933.87,-45965.253,-45089.607,-45412.154,-44102.68,-42813.864,-42516.63,-41785.609,-40930.59,-40654.057,-39344.584,-38035.11,-37665.573,-37667.89,-36740.608,-36350.422,-35619.386,-34578.466,-34580.8,-33756.813,-33480.238,-32170.764,-30861.29,-30460.767,-28397.233,-27965.767,-26656.293,-26338.401,-25070.243,-24277.219,-23484.194,-22174.72,-20865.246,-20154.853,-19279.197,-18093.671,-17693.147,-15701.961,-15001.897,-13971.305,-13002.688,-11145.778,-9836.3041,-8526.8156,-7785.4271,-7787.7576,-6664.2054,-4982.8787,-3012.3299,-1702.8494,-568.96605,-116.81282,1926.044,2522.8067,4844.5479,6154.0101,6647.4942,7802.0365,10082.484,11391.958,12701.432,13866.3,14710.969,17332.26,19953.58,21314.702,22624.176,23148.607,25274.112,27895.417,29927.92,31237.394,31627.594,34248.895,36870.184,38541.19,39406.528,43225.987,44535.461,45844.935,45844.935,45847.294,46965.188,47917.809,48953.067,48955.392,49598.162,49073.664,49995.306,49997.657,50000.0,49000.361,48971.731,48974.065,48976.398,47945.806,47617.586,46917.553,46919.881,46922.195,46511.388,46586.033,44987.316,44865.683,44372.24,43837.44,42806.848,42809.171,42233.091,41780.923,40750.337,40370.499,39060.993,38691.504,37474.995,36630.326,35145.222,35591.712,34302.897,33540.859,32716.847,32440.324,31482.035,30854.274,30453.751,29268.225,28392.59,27682.192,26372.702,25063.228,23753.754,23239.612,22167.705,20858.231,20147.868,20150.197,17962.708,16653.234,16025.507,15067.188,13551.131,11900.8,11903.146,9839.6177,9263.5017,7778.435,6933.7654,5624.2915,4686.6611,4038.2487,3658.406,1243.6963,-923.11143,-2232.5919,-3542.0724,-4076.8596,-5623.9127,-6437.5977,-7747.0749,-9056.5488,-10366.023,-11675.497,-14906.214,-15327.395,-17339.275,-18979.293,-20288.767,-21598.241,-22907.715,-25250.139,-26869.482,-29490.767,-30376.775,-31634.604,-33863.357,-34501.447,-38300.302,-39413.501,-43233.003,-43788.423,-45851.95,4,3000,3.9370079e-05,9.96458e-06,51904446,0.47634795
-46882.66,-47917.856,-47920.201,-48759.178,-49040.423,-49992.993,-49995.334,-49997.687,-50000.0,-49558.171,-48971.776,-48974.099,-48976.458,-48978.765,-48981.112,-47950.556,-47952.863,-47955.201,-47957.529,-47061.242,-47549.046,-46239.602,-45901.061,-44870.504,-44872.852,-43325.808,-42811.717,-42514.491,-41783.486,-40928.487,-40651.961,-39342.517,-38694.113,-37756.505,-37479.936,-36635.309,-35893.975,-34584.48,-34576.509,-34578.844,-33754.876,-32517.685,-32168.863,-30859.42,-30458.906,-29118.468,-26931.037,-26334.313,-26336.636,-24510.715,-24275.501,-23244.933,-22214.366,-21576.291,-19554.164,-19122.663,-19001.071,-17691.582,-16382.138,-15072.695,-13763.251,-12453.807,-11144.364,-9824.5909,-7781.755,-7784.0906,-7786.4211,-6662.8949,-4981.607,-3011.1038,-1701.6536,-1249.5108,462.77058,1927.1559,4548.3898,4845.5923,6155.0242,7464.5088,7803.0124,10083.407,11392.851,12702.294,12978.863,14711.785,17333.015,18972.995,22348.24,23151.575,23149.228,27278.511,27895.929,29928.384,30370.213,33580.198,34889.642,36870.488,39491.7,40883.826,42193.269,44256.711,45845.031,45845.031,45847.39,44734.193,47132.853,48953.091,49316.922,49350.249,49879.369,49995.306,49997.657,50000.0,49000.384,48971.755,48974.089,48976.421,47945.854,47617.641,46917.624,46919.952,46922.266,46924.619,46926.96,45958.383,45464.899,43835.248,43837.582,42807.015,42809.337,42233.271,41781.113,40647.258,39337.815,38028.371,37658.843,37475.285,36165.818,35600.053,34579.829,34571.821,34026.715,32717.247,32440.73,31482.464,30854.717,29545.274,30301.631,28992.187,27682.708,26373.248,24826.244,23237.924,23240.231,21135.474,20146.221,20148.559,19272.9,17963.448,16654.005,16026.293,15067.996,14791.475,13482.031,12172.588,9840.5465,9264.4438,7211.3305,6748.844,6658.1924,5348.7488,4039.3117,2729.8673,2277.7245,110.96685,-1931.8427,-2528.5916,-4592.0592,-5663.9369,-7469.1703,-7807.7118,-10088.075,-11397.553,-12706.997,-14016.44,-15749.384,-16965.864,-18926.051,-20287.141,-21596.585,-23691.053,-25248.399,-26867.705,-28900.19,-30209.656,-32665.596,-34501.832,-35170.895,-37430.601,-39855.602,-42115.314,-45294.288,-45849.733,4,3000,3.9370079e-05,9.9423e-06,51903245,0.5135132
-46861.854,-47903.181,-47905.539,-48749.486,-49032.397,-49990.608,-49992.963,-49995.33,-49997.657,-50000.0,-49275.056,-48965.679,-48968.052,-48970.373,-48972.735,-47936.075,-47938.396,-47940.747,-47943.089,-47810.393,-47324.388,-46557.855,-45874.441,-45658.625,-44840.142,-44063.219,-43785.012,-42769.136,-42189.658,-41734.822,-40698.151,-39931.618,-37959.854,-38533.62,-37590.468,-37125.285,-35808.086,-34490.835,-34482.818,-33934.473,-33448.509,-32339.067,-31375.143,-30743.713,-30340.827,-28265.119,-27394.709,-26908.709,-26235.701,-24918.502,-24120.799,-22523.072,-22005.897,-20688.698,-19974.114,-19093.292,-18815.131,-17497.886,-16180.687,-14863.488,-14377.524,-11740.739,-10641.739,-10633.684,-9025.5521,-7531.7155,-7534.0598,-5458.3966,-4712.6337,-2730.4598,-1413.2541,-958.43345,1221.1572,2538.3629,2837.3309,5172.7691,6489.9564,6986.3518,8085.3625,10088.313,12174.402,13076.004,14538.669,16323.438,17027.601,20318.984,20929.633,22548.155,24125.115,25722.856,27736.215,28918.338,31555.079,34077.561,35789.597,37751.003,39068.203,40780.228,43780.637,45097.836,46415.035,46415.035,46697.95,47458.773,48302.719,49541.503,49543.842,49546.196,49548.517,49550.89,50000.0,49867.282,49557.905,49560.278,49562.625,49564.971,48528.3,48530.638,47919.989,47496.323,47498.65,47501.016,46807.213,46466.715,46250.851,44933.652,44395.697,43359.025,43060.038,42906.54,42503.677,41186.477,40253.705,39591.071,38273.872,37995.717,36678.495,36109.379,35083.112,35075.057,34526.723,33209.499,33004.074,32653.137,31969.723,31057.731,29740.532,28423.333,27823.038,26827.927,25510.728,24193.529,23676.353,22598.123,21603.027,21002.769,19685.525,18368.318,17456.347,16772.964,14489.454,14346.323,13860.359,12543.16,12254.563,9617.7921,8123.9644,7274.3118,6902.5954,5013.9508,4361.7132,3044.5133,3452.0776,410.10193,-907.10375,-2224.3094,-3541.5151,-4858.7208,-5355.1022,-7493.1371,-9153.2207,-10543.153,-11444.734,-12907.399,-15118.177,-16435.376,-17752.575,-19880.228,-20896.104,-22743.216,-25099.459,-26416.658,-28326.112,-30962.854,-32332.002,-33119.316,-35756.068,-37436.933,-39148.959,-42627.328,-45264.075,-45822.809,4,3000,3.9370079e-05,4.2255e-06,52210652,0.43265435
-46880.257,-47915.477,-48475.615,-48953.08,-49988.338,-49990.663,-49993.004,-49995.358,-49997.671,-50000.0,-49279.307,-48971.745,-48974.104,-48976.411,-48978.759,-47948.178,-47950.485,-47952.823,-47955.152,-46924.567,-46926.919,-46929.226,-45960.608,-44868.053,-44870.401,-44098.034,-43821.459,-42811.54,-42235.46,-41783.292,-40649.41,-39339.936,-39352.605,-37846.851,-37663.241,-37200.786,-35891.312,-34581.786,-34573.815,-34028.686,-33545.572,-32514.942,-32166.112,-30856.638,-30456.114,-30148.552,-27961.113,-26651.638,-26333.747,-25065.588,-23756.113,-23241.971,-22211.379,-21893.488,-20584.013,-19274.539,-18998.009,-17688.488,-16379.014,-16030.184,-14793.005,-12998.027,-11141.115,-9841.9699,-9265.8391,-7780.7628,-7783.0933,-6659.5406,-5350.066,-3389.8454,-768.54953,-1246.0285,920.78036,2230.2615,2527.4763,4590.9927,5662.8876,7468.1972,7806.7088,10087.157,11396.632,12706.106,15048.532,15934.497,18039.308,19028.601,20286.43,22102.051,23938.33,24276.881,27280.345,29633.071,31407.351,33584.504,35286.5,37236.404,38545.879,41084.555,43230.678,44540.152,45849.627,45849.627,45851.986,46412.087,48562.89,49040.396,49631.504,49602.856,49997.685,50000.0,49558.204,48971.759,48974.066,48976.425,48978.759,48981.091,47898.855,46919.908,46922.245,46924.574,46926.888,46929.24,46239.505,45901.004,45686.406,44376.931,43067.456,42811.539,42813.861,42237.782,41785.613,40755.027,39993.016,38693.838,37756.207,37479.683,36635.013,35893.633,34584.158,34576.15,34031.032,32721.533,32517.312,32168.433,30858.959,30458.435,29427.851,28996.385,27686.874,26377.384,25067.909,24274.91,23481.871,22172.384,20862.91,20152.547,19276.868,17967.385,16657.911,16030.184,15071.864,13762.386,12452.911,11907.82,10866.861,9268.1748,7783.1073,6938.4373,5721.9236,5352.3871,4693.6716,2836.7377,566.6348,114.48134,-1928.3766,-3537.406,-3813.9622,-5123.4434,-5616.9138,-7742.4106,-9392.759,-11394.311,-12703.785,-14901.553,-15322.734,-17334.616,-17993.331,-19478.407,-22099.73,-23150.966,-26216.407,-26451.648,-29930.283,-31239.757,-32549.232,-33858.707,-35168.215,-37427.975,-41082.192,-43703.49,-45570.73,-45847.306,4,3000,3.9370079e-05,9.87464e-06,51904473,0.5139967
-47915.437,-47917.758,-48477.909,-48955.385,-49040.378,-49992.993,-49995.334,-49997.687,-50000.0,-49558.15,-48971.728,-48974.05,-48976.41,-48978.717,-48981.064,-47950.46,-47952.767,-47955.105,-47957.434,-47061.104,-47548.931,-46931.484,-45962.844,-44870.263,-44376.783,-43067.251,-43823.644,-42514.139,-41783.1,-41785.43,-39721.845,-39724.198,-39065.435,-37755.93,-37665.283,-37202.818,-35893.313,-35606.401,-34575.785,-34578.12,-33754.113,-32444.556,-31837.457,-31261.361,-30457.988,-29117.488,-27363.803,-26653.424,-25343.919,-25067.337,-23757.832,-23243.677,-22171.745,-20862.239,-20151.83,-19276.152,-18875.665,-17059.982,-17062.324,-15143.363,-14794.515,-12999.494,-11142.54,-9833.0347,-8812.7481,-8246.9476,-7784.4394,-6660.8605,-5351.3554,-3391.0891,-1699.3863,-389.87463,919.63705,2229.1487,3538.6604,4589.9348,5661.8547,7467.2064,9747.6701,9745.3457,10982.543,13603.926,14159.359,15933.703,18038.564,20009.205,20740.236,23155.009,23152.662,25278.218,27589.708,29487.98,31241.642,33584.122,35286.157,37236.107,38545.612,41084.347,43230.52,44540.025,45849.53,45849.53,45851.889,44738.64,47137.413,48957.736,49321.584,49995.358,49078.337,50000.0,49558.194,48971.735,49976.028,48976.401,48451.918,48753.813,47950.452,47622.224,46922.174,46924.502,46926.816,46929.169,46931.51,45962.887,45686.305,44376.8,43841.987,42811.371,42514.131,42361.529,41961.019,39721.883,39342.009,38693.574,37755.921,37479.391,36634.702,35893.304,34583.799,34575.791,34030.66,32721.13,32444.6,31486.289,30858.513,30457.98,30150.454,27962.921,27366.132,25385.227,25862.719,23757.823,23243.669,22171.736,20862.231,20151.852,20154.181,17966.639,16657.134,16029.392,16031.717,13761.542,12937.535,12175.506,11867.936,7779.7793,7214.0162,6751.508,5627.9291,4690.2763,4692.6162,2835.6391,565.48323,113.31924,-1196.1924,-3517.9942,-4073.4531,-5620.543,-6434.2474,-7805.7311,-10086.201,-10775.956,-11672.271,-14014.751,-15324.256,-17336.184,-17994.915,-20285.746,-21595.251,-22904.757,-25247.237,-26556.742,-28455.043,-30208.727,-31631.853,-33860.66,-35170.199,-37430.011,-40247.646,-43230.528,-44540.034,-45849.539,4,3000,3.9370079e-05,9.89708e-06,51905682,0.51262945
-46882.514,-47917.758,-47920.103,-48759.12,-49990.667,-49992.993,-49995.334,-49997.687,-50000.0,-49558.15,-48971.728,-49976.036,-48976.41,-48978.717,-48175.344,-47950.46,-47952.767,-47955.105,-47957.434,-47061.104,-47548.931,-46239.426,-45900.868,-45686.313,-44872.611,-44874.919,-42790.721,-42080.327,-42237.609,-41785.43,-40651.522,-39342.017,-38032.512,-37662.967,-37479.348,-36634.681,-35893.313,-35606.401,-34575.785,-34578.12,-32927.733,-32444.556,-31486.263,-30858.521,-30457.988,-29995.472,-27363.803,-26653.424,-26335.525,-25067.337,-23757.832,-23243.677,-22171.745,-21182.446,-19986.562,-19121.214,-18999.616,-17690.065,-16380.56,-15071.055,-14794.515,-12999.494,-11142.54,-10845.299,-7779.7731,-7782.1088,-7784.4394,-5720.9005,-4979.4937,-3008.898,-1699.3863,-389.87463,465.13948,1196.1997,3518.0014,4848.1669,6157.6603,7467.2064,9747.6701,10086.227,11395.733,13603.926,14159.359,16357.223,16964.305,18924.584,20512.993,22628.218,23152.662,26280.203,27589.708,28899.213,31076.374,32664.82,34893.627,36874.566,38545.612,41084.347,42755.376,44261.136,45849.53,45849.53,46130.793,46887.172,47726.189,48957.736,49321.584,49354.913,49884.057,50000.0,49558.194,48971.735,49976.028,48976.401,48978.735,48981.068,46969.126,47622.224,46922.174,46924.502,46926.816,46929.169,46239.417,44929.912,45686.305,44376.8,43841.987,42811.371,42514.131,41783.092,41785.422,40754.811,39992.783,38693.574,38695.929,37479.391,36634.702,35893.304,35606.393,34307.217,33545.161,32721.13,33477.523,32168.018,30858.513,30457.98,29272.426,27962.921,27366.132,26376.834,24829.756,23241.362,23243.669,22171.736,21182.453,20585.701,19276.152,18090.596,17690.109,16380.604,15071.05,14794.517,13485.012,12175.506,10865.949,9267.2259,7782.1239,6937.4342,6660.8522,5351.3471,4041.8485,2732.3426,1247.2296,-465.13221,-1196.1924,-3517.9942,-3815.2158,-5124.7275,-6434.2474,-7805.7311,-10086.201,-10775.956,-12570.959,-14014.751,-15324.256,-16633.761,-18924.593,-19252.771,-21068.434,-23689.818,-25247.237,-27176.511,-29343.379,-30208.727,-32664.782,-34501.105,-36513.033,-38545.62,-40051.381,-42672.722,-44540.034,-45849.539,4,3000,3.9370079e-05,9.89708e-06,51905682,0.46760282
-46878.066,-47913.238,-48473.35,-48950.792,-49035.779,-49988.327,-49990.668,-49993.021,-49995.334,-49997.663,-50000.0,-49000.442,-48971.815,-48974.122,-48976.47,-47945.938,-47948.245,-47950.583,-47952.911,-46922.374,-46924.726,-46927.033,-45958.461,-45681.95,-44868.305,-44095.974,-42807.218,-42509.998,-42357.407,-41956.925,-40750.797,-39988.795,-38689.71,-37752.123,-37475.56,-36630.953,-35889.636,-35602.745,-34572.202,-34027.098,-33544.007,-32441.122,-31482.896,-31485.237,-30578.636,-29269.222,-27525.99,-26330.196,-26332.519,-25064.42,-23755.007,-23240.889,-22169.031,-20859.618,-19550.205,-19118.715,-19121.073,-18317.737,-16378.253,-16029.439,-14585.749,-11964.549,-10872.046,-9831.1871,-8521.7593,-7780.4051,-7782.7355,-6566.277,-4316.949,-3007.5292,-1698.1094,-564.27861,342.31933,1496.8076,2506.6932,5107.21,6117.0968,7250.9415,7868.3069,10437.83,10982.93,12705.504,14159.523,15933.743,16633.743,18924.414,21318.375,22627.788,24722.168,26279.517,27279.059,28454.195,31075.351,33469.309,34644.472,37234.652,38544.065,41082.622,43228.644,44538.058,45847.471,45847.471,46128.714,46885.039,47723.997,49038.091,49990.668,49993.007,49995.334,49997.649,50000.0,49279.312,48971.763,48974.122,48976.456,48978.788,47948.245,47620.04,46920.039,46922.367,46924.681,46927.033,46237.33,45898.846,44651.355,43837.735,43840.069,42809.525,42811.847,42235.795,41783.648,39823.544,39991.134,38692.017,37754.43,37477.919,36633.289,35891.943,34582.53,34305.968,33543.965,33546.314,32443.481,31485.237,30857.505,30457.001,30149.497,27962.116,27365.37,27367.727,25066.727,23757.314,23243.196,22171.338,21182.125,20585.414,20153.924,17966.536,17059.955,16380.612,15071.151,13761.734,12937.785,12175.81,10866.345,9267.7333,7782.7355,6938.1051,6661.5425,5352.1293,4693.4446,2836.5978,1423.8888,114.46896,-1194.9508,-3516.5896,-4072.0096,-5618.991,-6432.6382,-7680.0805,-8700.2811,-11393.784,-13601.777,-14012.61,-15745.513,-16961.965,-18922.107,-21088.789,-22098.701,-23934.894,-26246.173,-26553.721,-28451.888,-31940.682,-32661.333,-34497.526,-34495.187,-38293.866,-40439.906,-44259.188,-45568.601,-45845.164,4,3000,3.9370079e-05,9.874775e-06,51902040,0.5019532
-46875.637,-47910.832,-48470.958,-48948.411,-49033.4,-49985.97,-49988.31,-49990.664,-49992.976,-49995.306,-49997.643,-50000.0,-48969.434,-48971.741,-48974.089,-47943.533,-47945.84,-47948.178,-47950.506,-46919.946,-46922.298,-46924.605,-45956.01,-45080.385,-44907.119,-43835.249,-43816.912,-42807.017,-42809.361,-41097.053,-40748.226,-39986.206,-38687.091,-37749.483,-37472.914,-36628.287,-36630.623,-34587.787,-34569.488,-34571.823,-33747.855,-32438.359,-31480.111,-31482.452,-30575.83,-29266.386,-27956.943,-26647.499,-26329.615,-24028.561,-23235.58,-23237.913,-22166.031,-21176.779,-19980.952,-19115.644,-18870.107,-17054.509,-15693.422,-14993.375,-14789.149,-12994.213,-11137.346,-9827.9023,-8518.4443,-7777.073,-7779.4034,-6655.8774,-4974.5898,-3004.0869,-1694.6368,-560.77987,-108.63716,1200.8129,3522.5053,4852.6081,6162.0399,6655.5125,7810.0279,10090.422,11399.866,11810.708,14018.752,15328.196,16637.639,19909.643,20516.696,22631.822,23156.242,26283.635,27902.941,28757.89,30914.312,33587.21,35289.165,37239.023,38548.467,40250.412,43233.154,44542.598,45852.041,45852.041,45854.4,46414.487,47728.611,48960.1,49323.932,49997.673,50000.0,48969.433,48971.762,49697.147,49007.394,48978.765,48981.098,48983.431,46971.584,47624.651,46924.634,46926.962,46929.276,46931.628,46241.91,45903.417,44872.812,44379.38,43844.593,42814.025,42816.347,42240.282,41788.124,40654.269,39344.826,38696.422,37758.813,37482.296,36637.646,35896.284,35609.386,34578.832,34033.727,32724.259,32447.742,31489.476,31491.783,29676.231,28552.713,28999.2,27689.721,26380.261,25070.818,23761.374,23247.244,21183.802,20865.918,20155.572,19279.914,17970.463,16661.019,16033.307,15075.01,13972.148,13489.046,12179.603,10870.107,9271.4591,7786.427,6941.777,5632.3336,4694.725,4046.3277,3666.4938,394.53302,-914.91701,-2224.367,-2521.5747,-4843.2671,-6152.7117,-7462.1527,-7862.6697,-10773.117,-10770.779,-12565.698,-13121.105,-15318.865,-16628.309,-17937.752,-20280.122,-22601.808,-24179.825,-26243.267,-26550.822,-28449.033,-30202.635,-32431.337,-33214.014,-35835.242,-37506.21,-41077.71,-43223.824,-44533.267,-45842.71,4,3000,3.9370079e-05,9.807115e-06,51903238,0.5243171
