epoch,loss,mae,val_loss,val_mae
0,0.07838932424783707,0.244578555226326,0.08030848950147629,0.228465735912323
1,0.07710547000169754,0.24255283176898956,0.08011350780725479,0.2282722294330597
2,0.07635466009378433,0.24210861325263977,0.07990575581789017,0.22806832194328308
3,0.07712047547101974,0.24265074729919434,0.07969209551811218,0.22788207232952118
4,0.07539603859186172,0.24070072174072266,0.07947862148284912,0.2276935875415802
5,0.07604300230741501,0.24143175780773163,0.07923611998558044,0.22739927470684052
6,0.0756421759724617,0.24083955585956573,0.07892988622188568,0.22698307037353516
7,0.0744301974773407,0.238646999001503,0.07858994603157043,0.22652752697467804
8,0.07476311922073364,0.2393411248922348,0.07820769399404526,0.2260146141052246
9,0.07345084100961685,0.23732483386993408,0.0778094157576561,0.22548702359199524
10,0.07401148229837418,0.23805296421051025,0.07739067077636719,0.2249508500099182
11,0.07367189973592758,0.2376909703016281,0.07695358246564865,0.22439657151699066
12,0.07294492423534393,0.23632469773292542,0.07649096846580505,0.2238006293773651
13,0.07305008918046951,0.23662251234054565,0.07600229978561401,0.22317607700824738
14,0.0722290650010109,0.23540453612804413,0.07549729943275452,0.22253036499023438
15,0.07108636945486069,0.2339288741350174,0.07497677206993103,0.22186067700386047
16,0.07280836254358292,0.23631978034973145,0.07440529018640518,0.22112195193767548
17,0.07204810529947281,0.23500379920005798,0.07383993268013,0.2203807383775711
18,0.0705733448266983,0.2321331948041916,0.07323411107063293,0.2195872664451599
19,0.07047514617443085,0.23170436918735504,0.07261247932910919,0.2187691479921341
20,0.07041236013174057,0.23213227093219757,0.0719541385769844,0.21789434552192688
21,0.0690547302365303,0.22941263020038605,0.0712767019867897,0.2169920802116394
22,0.06965089589357376,0.2310383915901184,0.07060355693101883,0.21609370410442352
23,0.06958784908056259,0.2310764491558075,0.069889597594738,0.21513479948043823
24,0.06833440065383911,0.22896665334701538,0.06913184374570847,0.21410918235778809
25,0.07006819546222687,0.23190027475357056,0.06833913922309875,0.2130255103111267
26,0.06955453008413315,0.23064926266670227,0.0675411969423294,0.21191701292991638
27,0.06785142421722412,0.2282232642173767,0.06673092395067215,0.21077534556388855
28,0.06738855689764023,0.22743241488933563,0.06592942774295807,0.20962905883789062
29,0.06815535575151443,0.22841931879520416,0.06510436534881592,0.2084323763847351
30,0.06817147880792618,0.22894451022148132,0.06425908207893372,0.20719090104103088
31,0.06729387491941452,0.2271081954240799,0.06344348192214966,0.20597945153713226
32,0.06766428053379059,0.2277487814426422,0.06265105307102203,0.2047845721244812
33,0.0662449300289154,0.22526788711547852,0.06189655512571335,0.2036350518465042
34,0.06683756411075592,0.22654595971107483,0.061173632740974426,0.20252101123332977
35,0.06654952466487885,0.22515615820884705,0.06046632304787636,0.20142333209514618
36,0.06513557583093643,0.22346675395965576,0.05973081290721893,0.2002696841955185
37,0.065888412296772,0.2243182510137558,0.05910380557179451,0.19927121698856354
38,0.06542915105819702,0.22379493713378906,0.05849854275584221,0.19829514622688293
39,0.06476394832134247,0.2225922793149948,0.05789749324321747,0.19731687009334564
40,0.06549973040819168,0.22400613129138947,0.05729605257511139,0.19631826877593994
41,0.06479093432426453,0.2233266532421112,0.05672634392976761,0.19536356627941132
42,0.06513302773237228,0.22294849157333374,0.05611496418714523,0.1943238377571106
43,0.0645318403840065,0.22224973142147064,0.05552651360630989,0.193312406539917
44,0.06368604302406311,0.22057650983333588,0.05496661365032196,0.192341148853302
45,0.06382568925619125,0.22124941647052765,0.05438821390271187,0.19131620228290558
46,0.06396963447332382,0.22125524282455444,0.05382298305630684,0.19030211865901947
47,0.063797228038311,0.22081443667411804,0.05329230800271034,0.18934696912765503
48,0.06379218399524689,0.2210547924041748,0.05275598168373108,0.1883828043937683
49,0.06339353322982788,0.2203921675682068,0.0522400327026844,0.18744558095932007
50,0.062216732650995255,0.21840719878673553,0.051773276180028915,0.18657486140727997
51,0.0634809359908104,0.2208687663078308,0.05129165202379227,0.18566468358039856
52,0.062302932143211365,0.21860919892787933,0.05082741007208824,0.18478834629058838
53,0.06205592676997185,0.21798105537891388,0.05039899796247482,0.18395540118217468
54,0.06224239617586136,0.2186722457408905,0.04997902736067772,0.1831398606300354
55,0.062273912131786346,0.2180345356464386,0.049576111137866974,0.18235009908676147
56,0.06268292665481567,0.21885642409324646,0.049175526946783066,0.1815536767244339
57,0.06179501488804817,0.21751107275485992,0.04881732910871506,0.18084226548671722
58,0.06112396717071533,0.2160627543926239,0.04846339300274849,0.18013988435268402
59,0.06212451681494713,0.21745900809764862,0.04807950556278229,0.1793733388185501
60,0.06139179319143295,0.21638453006744385,0.0477076917886734,0.1786278933286667
61,0.060885507613420486,0.2160032093524933,0.047398798167705536,0.1780034452676773
62,0.06096330285072327,0.21574397385120392,0.04709862172603607,0.17738531529903412
63,0.06038925424218178,0.21454232931137085,0.04679720848798752,0.17676514387130737
64,0.06095495447516441,0.21539306640625,0.046483978629112244,0.17612099647521973
65,0.06087888404726982,0.21577297151088715,0.04622207581996918,0.17557726800441742
66,0.058767709881067276,0.21114088594913483,0.045965857803821564,0.17503947019577026
67,0.060218002647161484,0.21464309096336365,0.045750852674245834,0.17457085847854614
