epoch,eta_loss,eta_mae,loss,sigma_loss,sigma_mae,val_eta_loss,val_eta_mae,val_loss,val_sigma_loss,val_sigma_mae
15,0.04109571501612663,0.16669493913650513,0.09851329028606415,0.05741758272051811,0.2033548504114151,0.037499718368053436,0.15755397081375122,0.0901922807097435,0.052692558616399765,0.19265401363372803
16,0.03976428881287575,0.16396856307983398,0.09643721580505371,0.0566728375852108,0.20197901129722595,0.03716179355978966,0.1568441092967987,0.08948414027690887,0.05232233181595802,0.19221064448356628
17,0.03850408270955086,0.16081734001636505,0.09462596476078033,0.056121908128261566,0.2007438689470291,0.03483495116233826,0.15113845467567444,0.08637094497680664,0.05153598636388779,0.19061248004436493
18,0.037376511842012405,0.15819787979125977,0.09311694651842117,0.05574046075344086,0.20006823539733887,0.03471284732222557,0.15102078020572662,0.08583135902881622,0.05111849680542946,0.18993809819221497
19,0.03646312281489372,0.15566183626651764,0.09138855338096619,0.05492541193962097,0.19851817190647125,0.033139657229185104,0.14714545011520386,0.08346870541572571,0.05032902583479881,0.18804387748241425
20,0.035609714686870575,0.15378840267658234,0.09025605767965317,0.05464635789394379,0.19781053066253662,0.032087743282318115,0.1446036994457245,0.08165476471185684,0.049567002803087234,0.18635761737823486
21,0.0343681164085865,0.15061494708061218,0.08815190196037292,0.053783807903528214,0.19603098928928375,0.03124767541885376,0.14252574741840363,0.08037754148244858,0.04912985488772392,0.18559619784355164
22,0.03340216726064682,0.14835485816001892,0.08673714101314545,0.053334955126047134,0.19525231420993805,0.03048650734126568,0.14069083333015442,0.0789404883980751,0.04845397174358368,0.18399854004383087
23,0.03269398584961891,0.14681975543498993,0.08547352999448776,0.052779506891965866,0.1939614862203598,0.029125893488526344,0.13719725608825684,0.07698672264814377,0.04786081239581108,0.18289147317409515
24,0.03181612119078636,0.1440989375114441,0.0840567871928215,0.05224069207906723,0.19292590022087097,0.02850787155330181,0.1354692280292511,0.07621056586503983,0.04770268499851227,0.18287573754787445
25,0.0311701912432909,0.14300985634326935,0.08312240242958069,0.051952190697193146,0.19221359491348267,0.027555515989661217,0.13304342329502106,0.07450361549854279,0.046948134899139404,0.18125809729099274
26,0.030261721462011337,0.1408098042011261,0.08162758499383926,0.05136576667428017,0.19124212861061096,0.02705472894012928,0.1319458931684494,0.07358752936124802,0.04653280973434448,0.18048246204853058
27,0.029726026579737663,0.13904578983783722,0.08046609908342361,0.05074002593755722,0.18965063989162445,0.026308966800570488,0.1299332231283188,0.07198723405599594,0.04567825794219971,0.17833173274993896
28,0.02909325435757637,0.13742876052856445,0.07941601425409317,0.05032271146774292,0.1890372931957245,0.025478199124336243,0.12753106653690338,0.07085856795310974,0.045380353927612305,0.1778404414653778
29,0.02830447629094124,0.13554540276527405,0.0782671794295311,0.04996272921562195,0.18788912892341614,0.025226345285773277,0.1269223839044571,0.07013492286205292,0.04490857571363449,0.17677634954452515
30,0.027744576334953308,0.1340605467557907,0.07726969569921494,0.04952510446310043,0.18711990118026733,0.025044312700629234,0.12662886083126068,0.0696653425693512,0.04462103918194771,0.1764620840549469
31,0.02679579146206379,0.13125844299793243,0.07575381547212601,0.04895803704857826,0.18591129779815674,0.023569256067276,0.12246813625097275,0.06746166199445724,0.043892405927181244,0.17470970749855042
32,0.026283428072929382,0.13022254407405853,0.07468175143003464,0.048398394137620926,0.18455366790294647,0.022944746538996696,0.12096992880105972,0.06628146022558212,0.043336689472198486,0.1735672503709793
33,0.025569915771484375,0.12836457788944244,0.07371573150157928,0.048145752400159836,0.18393823504447937,0.023322848603129387,0.12219905108213425,0.06659404933452606,0.043271198868751526,0.1735323965549469
34,0.025172941386699677,0.12726692855358124,0.07278700917959213,0.047614071518182755,0.18242929875850677,0.021687453612685204,0.11728522181510925,0.06413576751947403,0.04244830459356308,0.17153769731521606
35,0.024144070222973824,0.12423138320446014,0.07114826887845993,0.04700416326522827,0.1814204603433609,0.021266523748636246,0.1160820797085762,0.0633440762758255,0.042077548801898956,0.17057237029075623
36,0.02385403774678707,0.12353265285491943,0.07070725411176682,0.046853207051754,0.18095062673091888,0.021570445969700813,0.11701936274766922,0.0636027380824089,0.042032286524772644,0.17068037390708923
37,0.023678502067923546,0.12295651435852051,0.07023429125547409,0.0465557724237442,0.18026423454284668,0.02019694447517395,0.1128733679652214,0.06163226440548897,0.04143531993031502,0.16924573481082916
38,0.022709380835294724,0.12092278897762299,0.06879980862140656,0.04609043896198273,0.17922817170619965,0.019473949447274208,0.11073609441518784,0.060530856251716614,0.04105689749121666,0.16845764219760895
39,0.022237613797187805,0.11908842623233795,0.06798072159290314,0.04574311897158623,0.17819923162460327,0.01932954229414463,0.11032184958457947,0.05996563285589218,0.0406360924243927,0.16736075282096863
40,0.021863512694835663,0.11779698729515076,0.0670463889837265,0.04518285021185875,0.17683330178260803,0.019169848412275314,0.11000863462686539,0.059275198727846146,0.04010534659028053,0.1659906804561615
41,0.02170109562575817,0.11722039431333542,0.06640341877937317,0.044702306389808655,0.17593558132648468,0.018241945654153824,0.10711143910884857,0.058114420622587204,0.03987248241901398,0.16572943329811096
42,0.02107870578765869,0.1160820797085762,0.06570979207754135,0.04463105648756027,0.17563825845718384,0.01752197928726673,0.1047995388507843,0.05681275948882103,0.03929077461361885,0.16433893144130707
43,0.020418819040060043,0.11364792287349701,0.06461130827665329,0.04419249668717384,0.1746719926595688,0.017857611179351807,0.10581730306148529,0.056980058550834656,0.039122454822063446,0.16367164254188538
44,0.0202669408172369,0.11309514939785004,0.0642642229795456,0.04399728775024414,0.17390039563179016,0.01725374348461628,0.104075126349926,0.055909547954797745,0.03865579515695572,0.16271178424358368
45,0.019644426181912422,0.1116449385881424,0.06327227503061295,0.04362785443663597,0.17341002821922302,0.016573963686823845,0.10186386108398438,0.054804883897304535,0.038230907171964645,0.16163063049316406
46,0.01947486214339733,0.11115169525146484,0.062484949827194214,0.04301007464528084,0.17193135619163513,0.01662241294980049,0.10217590630054474,0.05479574576020241,0.03817334771156311,0.1615642011165619
47,0.018885774537920952,0.10943713039159775,0.06176931783556938,0.04288353770971298,0.17138671875,0.016088582575321198,0.10032546520233154,0.053512126207351685,0.03742353618144989,0.15950745344161987
48,0.018544059246778488,0.10833201557397842,0.060927990823984146,0.04238392040133476,0.17023387551307678,0.015545176342129707,0.09842102229595184,0.052703216671943665,0.0371580496430397,0.15882554650306702
49,0.018355581909418106,0.10760043561458588,0.06035663187503815,0.04200104624032974,0.16890065371990204,0.015829522162675858,0.09957282990217209,0.05296086147427559,0.037131331861019135,0.15898220241069794
50,0.017959997057914734,0.10638154298067093,0.05982280150055885,0.041862860321998596,0.16837094724178314,0.015019521117210388,0.09657901525497437,0.05142030119895935,0.03640076518058777,0.15681476891040802
51,0.017366984859108925,0.104817233979702,0.05860995873808861,0.04124297946691513,0.16717445850372314,0.014761783182621002,0.09573812782764435,0.05115358904004097,0.03639179840683937,0.15698637068271637
52,0.017147855833172798,0.10412845015525818,0.05805148556828499,0.04090364649891853,0.1664654016494751,0.015186861157417297,0.0972461923956871,0.051489606499671936,0.03630274161696434,0.15673887729644775
53,0.01686974987387657,0.10338160395622253,0.057835765182971954,0.04096600413322449,0.16607849299907684,0.01439192146062851,0.0945371687412262,0.050086766481399536,0.03569483757019043,0.15512129664421082
54,0.01651541329920292,0.10192850232124329,0.057297490537166595,0.040782053023576736,0.16570116579532623,0.014020724222064018,0.09324976056814194,0.049236711114645004,0.03521598502993584,0.15374763309955597
55,0.016194839030504227,0.10124126821756363,0.05594378709793091,0.039748936891555786,0.16352596879005432,0.013658426702022552,0.09179601073265076,0.04873846843838692,0.03508004546165466,0.15335094928741455
56,0.015701767057180405,0.09949091821908951,0.055578965693712234,0.039877183735370636,0.1632765382528305,0.013352476060390472,0.09052997082471848,0.04806539788842201,0.03471292555332184,0.1522105485200882
57,0.01577180065214634,0.0996854305267334,0.05515951290726662,0.03938769921660423,0.16218718886375427,0.013457262888550758,0.09112530946731567,0.04795270413160324,0.03449544683098793,0.15183871984481812
58,0.015302717685699463,0.09837844967842102,0.0542021207511425,0.038899414241313934,0.1610994040966034,0.0124236810952425,0.08731487393379211,0.0462753102183342,0.033851634711027145,0.14997060596942902
59,0.014928195625543594,0.09695082157850266,0.0540115050971508,0.039083268493413925,0.16141316294670105,0.012472371570765972,0.08739874511957169,0.04622162505984306,0.033749256283044815,0.14958979189395905
60,0.0147705078125,0.09629367291927338,0.05341349169611931,0.03864297270774841,0.15990889072418213,0.012196318246424198,0.08632315695285797,0.045680634677410126,0.0334843173623085,0.14894184470176697
61,0.014512608759105206,0.0957883894443512,0.05283777788281441,0.03832518309354782,0.1592412143945694,0.012282757088541985,0.08672128617763519,0.045478712767362595,0.033195946365594864,0.1481049358844757
62,0.014452703297138214,0.09561018645763397,0.05243157222867012,0.0379788912832737,0.15845736861228943,0.011806351132690907,0.08491747826337814,0.04468575492501259,0.03287940099835396,0.14728198945522308
63,0.0138471107929945,0.0932999849319458,0.05163799598813057,0.03779087960720062,0.15758179128170013,0.01202485989779234,0.08576660603284836,0.0448598638176918,0.03283501788973808,0.14703112840652466
64,0.013669559732079506,0.09293629974126816,0.0512971431016922,0.03762757033109665,0.15670154988765717,0.01139675360172987,0.08323223888874054,0.04389139637351036,0.03249463438987732,0.14606089890003204
65,0.013449939899146557,0.09203382581472397,0.05082285776734352,0.03737291693687439,0.15624503791332245,0.011349220760166645,0.08282674103975296,0.043527837842702866,0.0321786142885685,0.14470328390598297
66,0.013184788636863232,0.09128237515687943,0.05019521713256836,0.03701040893793106,0.15547692775726318,0.011302710510790348,0.08282894641160965,0.0434417650103569,0.03213905915617943,0.14503785967826843
67,0.013074567541480064,0.09097835421562195,0.04965941980481148,0.036584846675395966,0.15426860749721527,0.010788134299218655,0.08080364018678665,0.04241836071014404,0.03163021802902222,0.1434617042541504
68,0.01261255145072937,0.08901920169591904,0.04875105619430542,0.03613852337002754,0.15297287702560425,0.010425936430692673,0.07910138368606567,0.041781023144721985,0.03135508671402931,0.14243774116039276
69,0.012658418156206608,0.08908741921186447,0.04908253252506256,0.03642411530017853,0.1533416211605072,0.010112098418176174,0.07788971066474915,0.041225071996450424,0.031112978234887123,0.14156968891620636
70,0.01239063125103712,0.0880979523062706,0.04866999015212059,0.03627936914563179,0.15274707973003387,0.010177521035075188,0.07804560661315918,0.04119933396577835,0.03102181665599346,0.14148977398872375
71,0.011970442719757557,0.08654549717903137,0.04761617258191109,0.035645708441734314,0.15133221447467804,0.010249572806060314,0.07838314771652222,0.041051965206861496,0.030802395194768906,0.1409262716770172
72,0.011896842159330845,0.08656038343906403,0.0474112369120121,0.035514384508132935,0.15063878893852234,0.009576434269547462,0.07544300705194473,0.039947833865880966,0.030371403321623802,0.13949862122535706
73,0.012027520686388016,0.08696817606687546,0.047427378594875336,0.03539983928203583,0.1500362902879715,0.009268944151699543,0.07425215095281601,0.03925532475113869,0.029986374080181122,0.13831813633441925
74,0.011585567146539688,0.08539491146802902,0.046492643654346466,0.03490710258483887,0.1491345912218094,0.009345569647848606,0.07439816743135452,0.03923683613538742,0.02989126369357109,0.1379438042640686
75,0.01126356516033411,0.08400648087263107,0.046053696423769,0.03479014337062836,0.14860814809799194,0.009270814247429371,0.07407229393720627,0.03902020305395126,0.029749387875199318,0.13745269179344177
76,0.011002886109054089,0.08281221985816956,0.045627642422914505,0.03462473303079605,0.1478271186351776,0.00920670572668314,0.07374747097492218,0.038676872849464417,0.029470169916749,0.13643845915794373
77,0.010927249677479267,0.0825996994972229,0.045326318591833115,0.03439904749393463,0.14727412164211273,0.008993871510028839,0.07281998544931412,0.03832167759537697,0.02932780422270298,0.1361604928970337
78,0.010915794409811497,0.08316688984632492,0.04505908489227295,0.03414331376552582,0.14668799936771393,0.008642110973596573,0.07127141952514648,0.03745876997709274,0.02881665527820587,0.13432613015174866
79,0.010852409526705742,0.08274461328983307,0.04477471485733986,0.03392229974269867,0.1458616703748703,0.00848004873842001,0.07041802257299423,0.03730456903576851,0.028824523091316223,0.1346219927072525
80,0.010781880468130112,0.08238621056079865,0.04453618824481964,0.03375427424907684,0.14497633278369904,0.008285269141197205,0.06966149061918259,0.03683718293905258,0.028551923111081123,0.13367478549480438
81,0.010464489459991455,0.08099351078271866,0.044171545654535294,0.03370704874396324,0.1447795182466507,0.008510998450219631,0.07068976759910583,0.036993272602558136,0.028482278808951378,0.1333790123462677
82,0.010252945125102997,0.08012619614601135,0.0434134416282177,0.033160511404275894,0.1432124823331833,0.00819533970206976,0.06912487000226974,0.03633679822087288,0.028141453862190247,0.132257342338562
83,0.01005750522017479,0.07942766696214676,0.04336446523666382,0.033306971192359924,0.1434262990951538,0.008066674694418907,0.06840723752975464,0.036139413714408875,0.02807273529469967,0.13184677064418793
84,0.010003376752138138,0.0792069137096405,0.042772505432367325,0.03276914730668068,0.14228816330432892,0.008076739497482777,0.06847982108592987,0.035964805632829666,0.027888068929314613,0.13143527507781982
85,0.009737498126924038,0.07851186394691467,0.042148713022470474,0.03241122514009476,0.1414455771446228,0.0082249129191041,0.06915223598480225,0.03606726974248886,0.02784235216677189,0.1308870017528534
86,0.00999212171882391,0.079293392598629,0.04241970553994179,0.0324275828897953,0.14086537063121796,0.0077887363731861115,0.06719767302274704,0.0351417250931263,0.027352990582585335,0.12947429716587067
87,0.0094801876693964,0.07724267989397049,0.04193195700645447,0.03245176002383232,0.14065764844417572,0.007655202876776457,0.06644890457391739,0.03487579524517059,0.02722058817744255,0.12901867926120758
88,0.009601829573512077,0.07743318378925323,0.04154431074857712,0.0319424644112587,0.13976189494132996,0.007815893739461899,0.06711836159229279,0.03498739376664162,0.027171500027179718,0.1288393884897232
89,0.009521006606519222,0.07720161974430084,0.041286859661340714,0.03176584839820862,0.13873152434825897,0.007241539657115936,0.06469855457544327,0.03408699482679367,0.026845457032322884,0.1279454529285431
90,0.009243976324796677,0.07589392364025116,0.04096270725131035,0.03171875327825546,0.13877101242542267,0.007208550348877907,0.0644606500864029,0.03396780416369438,0.026759259402751923,0.12765367329120636
91,0.009264996275305748,0.07610142230987549,0.04078568145632744,0.03152066841721535,0.1383495330810547,0.0077845933847129345,0.06678873300552368,0.03465663269162178,0.02687203884124756,0.12796562910079956
92,0.008997592143714428,0.07511649280786514,0.040097955614328384,0.031100362539291382,0.1371268630027771,0.00699533149600029,0.06331441551446915,0.033419135957956314,0.026423800736665726,0.12628865242004395
93,0.00880937185138464,0.07439914345741272,0.03993954882025719,0.031130168586969376,0.136673703789711,0.007359799928963184,0.0649583712220192,0.033693406730890274,0.026333607733249664,0.12610752880573273
94,0.009064769372344017,0.07546797394752502,0.040261704474687576,0.03119693137705326,0.13677097856998444,0.007173820398747921,0.06400859355926514,0.03339212015271187,0.026218289509415627,0.1254843920469284
95,0.00893667433410883,0.07484807074069977,0.039659686386585236,0.030723007395863533,0.13560539484024048,0.006934446282684803,0.06296436488628387,0.03273812681436539,0.025803685188293457,0.12421941757202148
96,0.008598056621849537,0.07349353283643723,0.03922627866268158,0.030628254637122154,0.13459092378616333,0.0070076072588562965,0.0631633847951889,0.03281499072909355,0.02580738626420498,0.1243114173412323
97,0.008690465241670609,0.07385168224573135,0.039406925439834595,0.030716467648744583,0.13509124517440796,0.006907838862389326,0.06267199665307999,0.0325799323618412,0.025672100484371185,0.12373249977827072
98,0.008453676477074623,0.07308067381381989,0.03856612369418144,0.03011244907975197,0.1335372030735016,0.0068587567657232285,0.062423866242170334,0.03237640857696533,0.025517651811242104,0.1234036535024643
99,0.008603106252849102,0.07358422130346298,0.03877114877104759,0.030168035998940468,0.13382048904895782,0.006733984220772982,0.06168607622385025,0.03208880126476288,0.025354811921715736,0.12277904152870178
100,0.008551375940442085,0.07349365204572678,0.03847568482160568,0.029924316331744194,0.13278968632221222,0.00644675875082612,0.06076139584183693,0.03147716820240021,0.025030404329299927,0.12166419625282288
101,0.008343864232301712,0.07234162092208862,0.03810330852866173,0.029759425669908524,0.13230787217617035,0.006440381053835154,0.060456354171037674,0.031398896127939224,0.024958519265055656,0.12101682275533676
102,0.008123219013214111,0.07148506492376328,0.03773533180356026,0.029612110927700996,0.13192380964756012,0.006499493028968573,0.06031078100204468,0.0313274972140789,0.02482800930738449,0.12088096886873245
103,0.00802532397210598,0.07090970128774643,0.03788140416145325,0.029856093227863312,0.13240407407283783,0.0062499092891812325,0.05938250571489334,0.030901622027158737,0.024651721119880676,0.12013738602399826
104,0.007927880622446537,0.07054957002401352,0.03729306533932686,0.02936514839529991,0.1311986893415451,0.0061978003941476345,0.05917755141854286,0.030638553202152252,0.02444075420498848,0.11928616464138031
105,0.008182683028280735,0.07162555307149887,0.037310969084501266,0.029128292575478554,0.13036249577999115,0.006426651030778885,0.05995927006006241,0.031071405857801437,0.024644754827022552,0.12022386491298676
106,0.007980591617524624,0.070716492831707,0.037460993975400925,0.02948039583861828,0.1305590569972992,0.0062846653163433075,0.05948978662490845,0.03073287568986416,0.024448201060295105,0.11968504637479782
107,0.008057096041738987,0.07126563042402267,0.03706660121679306,0.0290095042437315,0.1296970099210739,0.005971268285065889,0.0582151785492897,0.030182955786585808,0.024211687967181206,0.11879894882440567
108,0.008020172826945782,0.07080337405204773,0.036833256483078,0.028813084587454796,0.12936538457870483,0.0060408031567931175,0.05792168527841568,0.029949409887194633,0.023908603936433792,0.11724738031625748
109,0.007756407838314772,0.06989865750074387,0.0366433784365654,0.028886977583169937,0.12924495339393616,0.005851475056260824,0.057432789355516434,0.029633181169629097,0.023781705647706985,0.11695871502161026
110,0.007798871491104364,0.0701424777507782,0.03653855249285698,0.028739696368575096,0.12886027991771698,0.006033848971128464,0.058001045137643814,0.030016237869858742,0.02398238703608513,0.11778407543897629
111,0.007793034892529249,0.06984934955835342,0.036339208483695984,0.028546182438731194,0.12800519168376923,0.005988941062241793,0.05760869383811951,0.029702095314860344,0.023713158443570137,0.11654087901115417
112,0.007571755442768335,0.06903026252985,0.036064647138118744,0.028492886573076248,0.1281418353319168,0.005753056146204472,0.05675100162625313,0.02930670790374279,0.023553647100925446,0.11602509766817093
113,0.007419394329190254,0.06808630377054214,0.03569040820002556,0.028271012008190155,0.12747633457183838,0.005696247331798077,0.056620676070451736,0.029044967144727707,0.023348728194832802,0.11548088490962982
114,0.007576403208076954,0.06861823797225952,0.035763710737228394,0.028187282383441925,0.1271529346704483,0.005943135358393192,0.057444389909505844,0.02941771037876606,0.02347457781434059,0.11565440893173218
115,0.007383069023489952,0.0682792067527771,0.035378437489271164,0.027995377779006958,0.1263362318277359,0.005634673405438662,0.05617561936378479,0.02879251167178154,0.023157838732004166,0.11501843482255936
116,0.007216537371277809,0.06730569154024124,0.034952566027641296,0.027736011892557144,0.12563849985599518,0.00579881714656949,0.056547753512859344,0.029076622799038887,0.023277809843420982,0.11539971828460693
117,0.007281780242919922,0.0675709918141365,0.03505590930581093,0.027774138376116753,0.12538275122642517,0.005737074185162783,0.056340306997299194,0.02893342263996601,0.023196350783109665,0.11507881432771683
118,0.007170435506850481,0.06701664626598358,0.0351305715739727,0.027960151433944702,0.12584540247917175,0.005733566824346781,0.05608084425330162,0.028729738667607307,0.022996168583631516,0.11424519121646881
119,0.007157348562031984,0.06705384701490402,0.034571439027786255,0.027414092794060707,0.12443878501653671,0.005827903747558594,0.05642774701118469,0.028683602809906006,0.022855699062347412,0.11327654868364334
120,0.007268870249390602,0.06746101379394531,0.034443870186805725,0.027174990624189377,0.12404710799455643,0.005446734372526407,0.0550248920917511,0.028170881792902946,0.022724149748682976,0.11346561461687088
121,0.00702713243663311,0.06631767749786377,0.034572746604681015,0.0275456290692091,0.12488847970962524,0.005509837530553341,0.05519786849617958,0.028177613392472267,0.022667769342660904,0.1133139580488205
122,0.007339164149016142,0.06821297109127045,0.034708112478256226,0.0273689404129982,0.1240619346499443,0.00545499799773097,0.05472493916749954,0.028113169595599174,0.022658171132206917,0.11302056163549423
123,0.006940815597772598,0.06591653823852539,0.03408968821167946,0.027148857712745667,0.12341608852148056,0.005618356168270111,0.055322617292404175,0.028202364221215248,0.022584006190299988,0.11271635442972183
124,0.007011853624135256,0.06609074771404266,0.03418252244591713,0.027170678600668907,0.12337600439786911,0.005266308318823576,0.054231856018304825,0.027504511177539825,0.022238200530409813,0.11176197230815887
125,0.006951970513910055,0.06586367636919022,0.03419370949268341,0.027241729199886322,0.12371346354484558,0.005279395263642073,0.05418684706091881,0.02764812298119068,0.02236873283982277,0.11243331432342529
126,0.006776563823223114,0.06493768095970154,0.03363066539168358,0.02685411088168621,0.1226688101887703,0.005312236491590738,0.05413725972175598,0.02740771323442459,0.02209547907114029,0.11126569658517838
127,0.006857878528535366,0.0654836893081665,0.033533334732055664,0.026675458997488022,0.12238480150699615,0.005228619556874037,0.05374383553862572,0.02719038352370262,0.021961772814393044,0.11082717031240463
128,0.0070687150582671165,0.06665078550577164,0.033674757927656174,0.02660605125129223,0.12207712233066559,0.005166566465049982,0.05347317457199097,0.027090175077319145,0.02192361280322075,0.11081327497959137
129,0.006834807340055704,0.06533987075090408,0.033885158598423004,0.02705037221312523,0.12327520549297333,0.00511186383664608,0.05326898396015167,0.027143221348524094,0.022031353786587715,0.11133455485105515
130,0.006765434518456459,0.06528662145137787,0.033255234360694885,0.026489801704883575,0.12133542448282242,0.0051087248139083385,0.0531238429248333,0.026866331696510315,0.021757612004876137,0.11005952954292297
131,0.006884116679430008,0.06587763875722885,0.03354296833276749,0.02665884792804718,0.12148170918226242,0.005087016150355339,0.052853088825941086,0.026624981313943863,0.021537968888878822,0.109036386013031
132,0.006577749270945787,0.06442007422447205,0.03333686664700508,0.026759115979075432,0.12189736217260361,0.005096995737403631,0.0528004914522171,0.026606330648064613,0.021509334444999695,0.10902391374111176
133,0.0066925277933478355,0.06491278111934662,0.0329616405069828,0.02626911923289299,0.12079717218875885,0.004985533654689789,0.052716322243213654,0.026429396122694016,0.021443860605359077,0.10917177051305771
134,0.0064703430980443954,0.06369512528181076,0.03288253769278526,0.02641220949590206,0.12139831483364105,0.0049234055913984776,0.05218444764614105,0.026219399645924568,0.021295994520187378,0.10860730707645416
135,0.006610758136957884,0.06447628140449524,0.03296145424246788,0.026350678876042366,0.12081734836101532,0.004994891118258238,0.052403774112463,0.026264633983373642,0.021269744262099266,0.10819584131240845
136,0.0063782259821891785,0.06307506561279297,0.0323680080473423,0.025989795103669167,0.1200733408331871,0.005066076759248972,0.052482932806015015,0.02643263153731823,0.021366551518440247,0.10874607414007187
137,0.00668376125395298,0.06447651982307434,0.03266438841819763,0.025980625301599503,0.1199726089835167,0.004972496535629034,0.05205541476607323,0.026161832734942436,0.021189335733652115,0.1083029955625534
138,0.00657808780670166,0.06415515393018723,0.03252061828970909,0.02594250813126564,0.11989277601242065,0.004993412643671036,0.052083615213632584,0.026119736954569817,0.021126318722963333,0.10793597996234894
139,0.006675977725535631,0.06454688310623169,0.03231162950396538,0.02563566528260708,0.1186622604727745,0.004815022926777601,0.05134667456150055,0.025667257606983185,0.020852230489253998,0.1067967563867569
140,0.006591804791241884,0.06433839350938797,0.03271819278597832,0.026126377284526825,0.11973892152309418,0.004924459382891655,0.051618900150060654,0.026115605607628822,0.02119113877415657,0.1082487553358078
141,0.006588372401893139,0.06423122435808182,0.032481517642736435,0.025893140584230423,0.11933165788650513,0.004766242112964392,0.05099601298570633,0.02566169761121273,0.02089545875787735,0.1071547344326973
142,0.006295999512076378,0.06272419542074203,0.03213977813720703,0.02584378607571125,0.11931390315294266,0.004885844420641661,0.05137171596288681,0.02570556476712227,0.02081971801817417,0.10687634348869324
143,0.006343173328787088,0.06292668730020523,0.03193199634552002,0.02558882161974907,0.11878228187561035,0.004936574026942253,0.051507335156202316,0.02575967088341713,0.020823098719120026,0.10703880339860916
144,0.006399813573807478,0.06347980350255966,0.03182527795433998,0.025425449013710022,0.11816499382257462,0.005026980768889189,0.051830556243658066,0.025949720293283463,0.020922744646668434,0.1073063313961029
145,0.00638532405719161,0.0635119378566742,0.03152788430452347,0.02514258213341236,0.11714451014995575,0.004805559758096933,0.05077429860830307,0.025379234924912453,0.020573673769831657,0.10593244433403015
146,0.0063046906143426895,0.0628790408372879,0.0316583476960659,0.025353649631142616,0.11767932027578354,0.004746145103126764,0.05060899630188942,0.02539028599858284,0.020644133910536766,0.10635405033826828
147,0.006182332523167133,0.062395162880420685,0.03106251358985901,0.02488020248711109,0.11632340401411057,0.004652614705264568,0.050296250730752945,0.025053808465600014,0.02040119469165802,0.10543067753314972
148,0.006436874158680439,0.06357137113809586,0.03168027848005295,0.025243395939469337,0.11763287335634232,0.004667448811233044,0.0501658134162426,0.025076596066355705,0.020409148186445236,0.10573204606771469
149,0.006355714984238148,0.06319615989923477,0.03159067779779434,0.025234954431653023,0.1173522025346756,0.004648974165320396,0.05007133632898331,0.02487095631659031,0.020221980288624763,0.10469821095466614
